OCLC Number,WORLDCAT LINK,AUTHOR,AUTHOR URI,TITLE,MUSEUM #,IMPRINT,COUNTRY,DATE,CALL #(BIBLIO),LANG,Column1,,,,,,,
ocn186443531,http://www.worldcat.org/oclc/186443531,Pacific Symphony Orchestra.,http://viaf.org/viaf/146709116,The West : music inspired by the American frontier / Orange County's Pacific Symphony.,88.108.7,"[Santa Ana, Calif. : Orange County's Pacific Symphony], 2008.",cau,2008,"780.978 P11w, 2008 ",eng,,,,,,,,
ocn262972301,http://www.worldcat.org/oclc/262972301,,,Beef state [videorecording (DVD)]  / Nebraska State Historical Society.,88.108.7,"[Lincoln, Neb.] : NET Foundation for Television, ©2008.",nbu,2008,SF 196 .U5 B44 2008 (DVD),eng,,,,,,,,
ocm82774389,http://www.worldcat.org/oclc/82774389,"Scott, Amy, author.",http://experiment.worldcat.org/entity/person/data/2739560602,Art at the Autry Museum / by Amy Scott.,88.108.9,"Manhattan, Kan. : Journal of the West, Inc., 2001.",ksu,2001,AUTRY SERIALS - JOU,eng,,,,,,,,
ocn186443531,http://www.worldcat.org/oclc/186443531,Pacific Symphony Orchestra.,http://viaf.org/viaf/146709116,The West : music inspired by the American frontier / Orange County's Pacific Symphony.,88.108.9,"[Santa Ana, Calif. : Orange County's Pacific Symphony], 2008.",cau,2008,"780.978 P11w, 2008 ",eng,,,,,,,,
ocm01586008,http://www.worldcat.org/oclc/1586008,,,Western American literature.,88.125.6,"[Logan, Utah, etc.] : Western Literature Association [etc.], 1966-",utu,1966,AUTRY SERIALS - WES,eng,,,,,,,,
ocn818734537,http://www.worldcat.org/oclc/818734537,,,Jews in the Los Angeles mosaic / edited by Karen S. Wilson.,88.127.54,"Los Angeles : Autry National Center of the American West, in association with University of California Press, [2013]",cau,2013,F 869 .L89 J5516 2013,eng,,,,,,,,
ocn818734537,http://www.worldcat.org/oclc/818734537,,,Jews in the Los Angeles mosaic / edited by Karen S. Wilson.,88.127.54,"Los Angeles : Autry National Center of the American West, in association with University of California Press, [2013]",cau,2013,F 869 .L89 J5516 2013,eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,88.127.57,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocm37211044,http://www.worldcat.org/oclc/37211044,"Brackman, Barbara, author.",http://viaf.org/viaf/164969,Patterns of progress : quilts in the machine age / Barbara Brackman.,88.18.2,"Tucson : University of Arizona Press, ©1974.",azu,1974,E 99 .H7 J27 1974,eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,88.182.15,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,88.183.6,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,88.201.1,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocn259234916,http://www.worldcat.org/oclc/259234916,"Bonino, MaryAnn.",http://viaf.org/viaf/21629968,The Doheny mansion : a biography of a home / MaryAnn Bonino.,88.27.9,"Los Angeles, Calif. : Edizioni Casa Animata, 2008.",cau,2008,HD 9570.D64 B66 2008,eng,,,,,,,,
ocn220099140,http://www.worldcat.org/oclc/220099140,"Hale, Cindy.",http://viaf.org/viaf/68298160,The horse book of lists : 968 fascinating facts and tantalizing trivia / by Cindy Hale.,88.304.102,"Irvine, Calif. : BowTie Press, 2009.",cau,2009,SF 301 .H34 2009,eng,,,,,,,,
ocn932318790,http://www.worldcat.org/oclc/932318790,,,"Western heroes of pulp fiction : dime novel to pop culture : October 24, 2015 - February 14, 2016.",88.304.2,"Tucson, Arizona : Tucson Museum of Art and Historic Block, [2015]",azu,2015,N 7760 .W478 2015,eng,,,,,,,,
ocn262298700,http://www.worldcat.org/oclc/778373281,"Rugh, Susan Sessions.",http://viaf.org/viaf/27290405,Are we there yet? : the golden age of American family vacations / Susan Sessions Rugh.,88.306.7,"Lawrence : University Press of Kansas, ©2008.",ksu,2008,E 161 .R84 2008,eng,,,,,,,,
ocn441152047,http://www.worldcat.org/oclc/441152047,"George-Warren, Holly.",http://viaf.org/viaf/2616267,The cowgirl way : hats off to America's women of the West / by Holly George-Warren.,88.328.4,"Boston : Houghton Mifflin Harcourt, 2010.",mau,2010,F 596 .G46 2010,eng,,,,,,,,
ocn212879618,http://www.worldcat.org/oclc/212879618,,,"Buffalo Bill [videorecording (DVD)] / WGBH Boston   a HiddenHill Productions film for American Experience   written, produced and directed by Rob Rapley.",88.34.391,"[Alexandria, Va.] : Distributed by PBS Home Video, ©2008.",mau,2008,F 594 .B63 B844 2008 (DVD),eng,,,,,,,,
ocn844731576,http://www.worldcat.org/oclc/844731576,"Tolles, Thayer, author.",https://viaf.org/viaf/219767941/,"The American West in bronze, 1850-1925 / Thayer Tolles, Thomas Brent Smith   with contributions by Carol Clark, Brian W. Dippie, Peter H. Hassrick, Karen Lemmey, and Jessica Murphy.",88.379.1,"New York : The Metropolitan Museum of Art, [2013]",nyu,2013,NK 7912 .T65 2013,eng,,,,,,,,
ocn973087279,http://www.worldcat.org/oclc/973087279,,,Once upon a time... : the western : a new frontier in art and film / edited by Mary-Dailey Desmarais   Thomas Brent Smith.,88.379.1,"Denver, Colorado : Denver Art Museum   Montreal, Quebec : Montreal Museum of Art   Milan, Italy : 5 Continents Editions, [2017]",it ,2017,N 6525 .O53 2017 ,eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,88.381.155,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,88.381.30,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocn932318790,http://www.worldcat.org/oclc/932318790,,,"Western heroes of pulp fiction : dime novel to pop culture : October 24, 2015 - February 14, 2016.",88.381.60.1,"Tucson, Arizona : Tucson Museum of Art and Historic Block, [2015]",azu,2015,N 7760 .W478 2015,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.29,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.30,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.35,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.51,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.55,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.57,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.73,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.77,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,88.78.8,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.8,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.80,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocn797975049,http://www.worldcat.org/oclc/797975049,"Landis, Deborah Nadoolman.",http://viaf.org/viaf/16736743,Hollywood sketchbook : a century of costume illustration / Deborah Nadoolman Landis.,88.78.82,"New York : Harper Design, 2012.",nyu,2012,TT 509 .L36 2012 ,eng,,,,,,,,
ocm82774389,http://www.worldcat.org/oclc/82774389,"Scott, Amy, author.",http://experiment.worldcat.org/entity/person/data/2739560602,Art at the Autry Museum / by Amy Scott.,89.14.1,"Manhattan, Kan. : Journal of the West, Inc., 2001.",ksu,2001,AUTRY SERIALS - JOU,eng,,,,,,,,
ocm865832127,http://www.worldcat.org/oclc/865832127,Carlow Historical & Archaeological Society.  Editor.,http://viaf.org/viaf/313493048,Carloviana : a journal of the Old Carlow Society / (Carlow Historical & Archaeological Society).,89.218.11,"Carlow, Ireland : Old Carlow Society (Carlow Historical & Archaeological Society), 1947- (Carlow, Ireland : Nationalist & Leinster Times)",ie ,2017,"E 83.866 .K46, C37 2017 ",eng,,,,,,,,
ocm865832127,http://www.worldcat.org/oclc/865832127,Carlow Historical & Archaeological Society.  Editor.,http://viaf.org/viaf/313493048,Carloviana : a journal of the Old Carlow Society / (Carlow Historical & Archaeological Society).,89.218.12,"Carlow, Ireland : Old Carlow Society (Carlow Historical & Archaeological Society), 1947- (Carlow, Ireland : Nationalist & Leinster Times)",ie ,2017,"E 83.866 .K46, C37 2017 ",eng,,,,,,,,
ocm36571424,http://www.worldcat.org/oclc/36571424,"Chappell, Gordon, author",http://viaf.org/viaf/35700202,Brass Spikes and Horsetail Plumes: A History of U.S. Army Dress Helmets 1872-1904,89.218.2,"Gettysburg, Pa. : Thomas Publications, ©1997.",pau,1997,UC 503 .C47 1997,eng,,,,,,,,
ocm865832127,http://www.worldcat.org/oclc/865832127,Carlow Historical & Archaeological Society.  Editor.,http://viaf.org/viaf/313493048,Carloviana : a journal of the Old Carlow Society / (Carlow Historical & Archaeological Society).,89.218.6,"Carlow, Ireland : Old Carlow Society (Carlow Historical & Archaeological Society), 1947- (Carlow, Ireland : Nationalist & Leinster Times)",ie ,2017,"E 83.866 .K46, C37 2017 ",eng,,,,,,,,
ocm865832127,http://www.worldcat.org/oclc/865832127,Carlow Historical & Archaeological Society.  Editor.,http://viaf.org/viaf/313493048,Carloviana : a journal of the Old Carlow Society / (Carlow Historical & Archaeological Society).,89.218.7,"Carlow, Ireland : Old Carlow Society (Carlow Historical & Archaeological Society), 1947- (Carlow, Ireland : Nationalist & Leinster Times)",ie ,2017,"E 83.866 .K46, C37 2017 ",eng,,,,,,,,
ocm865832127,http://www.worldcat.org/oclc/865832127,Carlow Historical & Archaeological Society.  Editor.,http://viaf.org/viaf/313493048,Carloviana : a journal of the Old Carlow Society / (Carlow Historical & Archaeological Society).,89.218.8,"Carlow, Ireland : Old Carlow Society (Carlow Historical & Archaeological Society), 1947- (Carlow, Ireland : Nationalist & Leinster Times)",ie ,2017,"E 83.866 .K46, C37 2017 ",eng,,,,,,,,
ocm62213044,http://www.worldcat.org/oclc/62213044,,,Paragon.,89.39.16,"El Paso, Tex. : PDC Creative Group, ©2005-",txu,2005,HC 107 .A17 P37 2008,eng,,,,,,,,
ocm37211044,http://www.worldcat.org/oclc/37211044,"Brackman, Barbara, author.",http://viaf.org/viaf/164969,Patterns of progress : quilts in the machine age / Barbara Brackman.,89.53.3,"Tucson : University of Arizona Press, ©1974.",azu,1974,E 99 .H7 J27 1974,eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,89.53.3,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocm37652980,http://www.worldcat.org/oclc/37652980,,,Powerful images : portrayals of Native America / Sarah E. Boehme ... [et al.]   foreword by Peter Hassrick   introduction by Dave Warren.,90.124.3,"Seattle : Museums West in association with the University of Washington Press, ©1998.",wau,1998,"970.65 P67i, 1998 ",eng,,,,,,,,
ocm47238173,http://www.worldcat.org/oclc/47238173,"Kline, Cindra, author.",http://viaf.org/viaf/60884368,"Navajo spoons : Indian artistry and the souvenir trade, 1880s-1940s / by Claude Kline",90.124.3,"Santa Fe, N.M. : Museum of New Mexico Press, 2001",nmu,2001,E 99 .N3 K53 2001,eng,,,,,,,,
ocn190792769,http://www.worldcat.org/oclc/190792769,"Spark, Nick T.",http://viaf.org/viaf/53947192,"Spoons West! : Fred Harvey, the Navajo, and the souvenir spoons of the Southwest 1890-1941 / by Nick T. Spark.",90.124.3.31,"[California : Nick T. Spark, 2007]",cau,2007,NK 7235 S63 2007,eng,,,,,,,,
ocn190792769,http://www.worldcat.org/oclc/190792769,"Spark, Nick T.",http://viaf.org/viaf/53947192,"Spoons West! : Fred Harvey, the Navajo, and the souvenir spoons of the Southwest 1890-1941 / by Nick T. Spark.",90.124.3.35,"[California : Nick T. Spark, 2007]",cau,2007,NK 7235 S63 2007,eng,,,,,,,,
ocn784124871,http://www.worldcat.org/oclc/784124871,"Crawford, Jack, 1847-1917.",http://viaf.org/viaf/9838965,Ho! for the Black Hills : Captain Jack Crawford Reports the Black Hills Gold Rush and Great Sioux War / edited by Paul L. Hedren.,90.14.2,"Pierre : South Dakota State Historical Society, 2012.",sdu,2012,F 657 .B6 C73 2012,eng,,,,,,,,
ocm82774389,http://www.worldcat.org/oclc/82774389,"Scott, Amy, author.",http://experiment.worldcat.org/entity/person/data/2739560602,Art at the Autry Museum / by Amy Scott.,90.141.1,"Manhattan, Kan. : Journal of the West, Inc., 2001.",ksu,2001,AUTRY SERIALS - JOU,eng,,,,,,,,
ocm82774389,http://www.worldcat.org/oclc/82774389,"Scott, Amy, author.",http://experiment.worldcat.org/entity/person/data/2739560602,Art at the Autry Museum / by Amy Scott.,90.142.3,"Manhattan, Kan. : Journal of the West, Inc., 2001.",ksu,2001,AUTRY SERIALS - JOU,eng,,,,,,,,
ocm48654272,http://www.worldcat.org/oclc/48654272,"Smith, Joan Irvine, author.",http://viaf.org/viaf/31931440,"California : this golden land of promise / Joan Irvine Smith, Jean Stern   foreword by James L. Doti   timeline by James Irvine Swinden.",90.142.3,"Irvine, Calif. : Chapman University Press : Irvine Museum, ©2001.",cau,2001,F 862 .S635 2001 ,eng,,,,,,,,
on1031427068,http://www.worldcat.org/oclc/1031427068,"Blake, Janet, 1944- author.",http://experiment.worldcat.org/entity/work/data/4974913254#Person/blake_janet_1944,"Art colony : the Laguna Beach Art Association, 1918-1935 / Janet Blake, Deborah Epstein Solon.",90.142.3,"Laguna Beach : Laguna Art Museum, 2018.",cau,2018,ND 235 .L34 A78 2018 ,eng,,,,,,,,
ocn301606479,http://www.worldcat.org/oclc/301606479,,,Archives on the West.,90.15.2,"Santa Barbara, California : ABC-CLIO, 2008.",cau,2008,"016.978 A44o, 2008",eng,,,,,,,,
ocn962942856,http://www.worldcat.org/oclc/962942856,,,How we got here. Colt makes all men equal.,90.18.1.1,"Silver Springs, MD : Discovery Education, [2016]",mdu,2016,TS 533.2 .H69 2016 (DVD),eng,,,,,,,,
ocm61478819,http://www.worldcat.org/oclc/61478819,"McNab, Chris, editor.",http://viaf.org/viaf/35682957,Gunfighters: The Outlaws and Their Weapons / edited by Chris McNab,90.183.1,"San Diego, Calif. : Thunder Bay Press, ©2005.",cau,2005,F 596 .G89 2005 ,eng,,,,,,,,
ocn962942856,http://www.worldcat.org/oclc/962942856,,,How we got here. Colt makes all men equal.,90.183.2.1,"Silver Springs, MD : Discovery Education, [2016]",mdu,2016,TS 533.2 .H69 2016 (DVD),eng,,,,,,,,
ocm54782827,http://www.worldcat.org/oclc/54782827,"Rattenbury, Richard.",http://viaf.org/viaf/79370303,"The art of American arms makers : marketing guns, ammunition and western adventure during the golden age of illustration / by Richard C. Rattenbury   preface by Charles P. Schroeder.",90.183.4.1,"Oklahoma City, Okla. : National Cowboy & Western Heritage Museum, 2004.",oku,2004,NC 998.5 .A1 R38 2004,eng,,,,,,,,
ocm54782827,http://www.worldcat.org/oclc/54782827,"Rattenbury, Richard.",http://viaf.org/viaf/79370303,"The art of American arms makers : marketing guns, ammunition and western adventure during the golden age of illustration / by Richard C. Rattenbury   preface by Charles P. Schroeder.",90.183.4.5,"Oklahoma City, Okla. : National Cowboy & Western Heritage Museum, 2004.",oku,2004,NC 998.5 .A1 R38 2004,eng,,,,,,,,
ocn962942856,http://www.worldcat.org/oclc/962942856,,,How we got here. Colt makes all men equal.,90.183.53,"Silver Springs, MD : Discovery Education, [2016]",mdu,2016,TS 533.2 .H69 2016 (DVD),eng,,,,,,,,
